Date,Problem Number,Problem Name,Problem Rating,Problem Link,Contest Name,Tags
"Nov. 24, 2024",3364,Minimum Positive Sum Subarray,825,https://leetcode.com/problems/minimum-positive-sum-subarray/,Weekly Contest 425,
"Sept. 29, 2024",3304,Find the K-th Character in String Game I,811,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i/,Weekly Contest 417,"bit manipulation, math, recursion, simulation"
"Aug. 4, 2024",3242,Design Neighbor Sum Service,875,https://leetcode.com/problems/design-neighbor-sum-service/,Weekly Contest 409,"array, design, hash table, matrix, simulation"
"Aug. 3, 2024",3238,Find the Number of Winning Players,807,https://leetcode.com/problems/find-the-number-of-winning-players/,Biweekly Contest 136,"array, counting, hash table"
"July 21, 2024",3226,Number of Bit Changes to Make Two Integers Equal,801,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/,Weekly Contest 407,bit manipulation
"July 14, 2024",3216,Lexicographically Smallest String After a Swap,885,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap/,Weekly Contest 406,"greedy, string"
"June 9, 2024",3178,Find the Child Who Has the Ball After K Seconds,853,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds/,Weekly Contest 401,"math, simulation"
"March 24, 2024",3090,Maximum Length Substring With Two Occurrences,865,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/,Weekly Contest 390,"hash table, sliding window, string"
"Jan. 21, 2024",3014,Minimum Number of Pushes to Type Word I,840,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/,Weekly Contest 381,"greedy, math, string"
"Nov. 12, 2023",2932,Maximum Strong Pair XOR I,842,https://leetcode.com/problems/maximum-strong-pair-xor-i/,Weekly Contest 371,"array, bit manipulation, hash table, sliding window, trie"
"Oct. 22, 2023",2908,Minimum Sum of Mountain Triplets I,860,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/,Weekly Contest 368,array
"Sept. 30, 2023",2869,Minimum Operations to Collect Elements,891,https://leetcode.com/problems/minimum-operations-to-collect-elements/,Biweekly Contest 114,"array, bit manipulation, hash table"
"Sept. 24, 2023",2864,Maximum Odd Binary Number,818,https://leetcode.com/problems/maximum-odd-binary-number/,Weekly Contest 364,"greedy, math, string"
"Sept. 3, 2023",2843,Count Symmetric Integers,877,https://leetcode.com/problems/count-symmetric-integers/,Weekly Contest 361,"enumeration, math"
"July 23, 2023",2788,Split Strings by Separator,809,https://leetcode.com/problems/split-strings-by-separator/,Weekly Contest 355,"array, string"
"June 10, 2023",2729,Check if The Number is Fascinating,819,https://leetcode.com/problems/check-if-the-number-is-fascinating/,Biweekly Contest 106,"hash table, math"
"May 27, 2023",2706,Buy Two Chocolates,832,https://leetcode.com/problems/buy-two-chocolates/,Biweekly Contest 105,"array, sorting"
"May 7, 2023",2670,Find the Distinct Difference Array,874,https://leetcode.com/problems/find-the-distinct-difference-array/,Weekly Contest 344,"array, hash table"
"Feb. 19, 2023",2570,Merge Two 2D Arrays by Summing Values,849,https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values/,Weekly Contest 333,"array, hash table, two pointers"
"Jan. 22, 2023",2544,Alternating Digit Sum,810,https://leetcode.com/problems/alternating-digit-sum/,Weekly Contest 329,math
"Jan. 21, 2023",2540,Minimum Common Value,889,https://leetcode.com/problems/minimum-common-value/,Biweekly Contest 96,"array, binary search, hash table, two pointers"
"Dec. 11, 2022",2500,Delete Greatest Value in Each Row,806,https://leetcode.com/problems/delete-greatest-value-in-each-row/,Weekly Contest 323,"array, heap (priority queue), matrix, simulation, sorting"
"Nov. 27, 2022",2485,Find the Pivot Integer,828,https://leetcode.com/problems/find-the-pivot-integer/,Weekly Contest 321,"math, prefix sum"
"Nov. 20, 2022",2475,Number of Unequal Triplets in Array,809,https://leetcode.com/problems/number-of-unequal-triplets-in-array/,Weekly Contest 320,"array, hash table, sorting"
"Sept. 11, 2022",2404,Most Frequent Even Element,888,https://leetcode.com/problems/most-frequent-even-element/,Weekly Contest 310,"array, counting, hash table"
"June 19, 2022",2309,Greatest English Letter in Upper and Lower Case,823,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/,Weekly Contest 298,"enumeration, hash table, string"
"May 15, 2022",2273,Find Resultant Array After Removing Anagrams,885,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/,Weekly Contest 293,"array, hash table, sorting, string"
"April 17, 2022",2243,Calculate Digit Sum of a String,888,https://leetcode.com/problems/calculate-digit-sum-of-a-string/,Weekly Contest 289,"simulation, string"
"April 10, 2022",2231,Largest Number After Digit Swaps by Parity,873,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/,Weekly Contest 288,"heap (priority queue), sorting"
"April 2, 2022",2220,Minimum Bit Flips to Convert Number,826,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,Biweekly Contest 75,bit manipulation
"March 20, 2022",2210,Count Hills and Valleys in an Array,814,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/,Weekly Contest 285,array
"Feb. 20, 2022",2180,Count Integers With Even Digit Sum,889,https://leetcode.com/problems/count-integers-with-even-digit-sum/,Weekly Contest 281,"math, simulation"
"Feb. 5, 2022",2160,Minimum Sum of Four Digit Numb…er After Splitting Digits,842,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/,Biweekly Contest 71,"greedy, math, sorting"
"Dec. 5, 2021",2095,Delete the Middle Node of a Linked List,887,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/,Weekly Contest 270,"linked list, two pointers"
"Oct. 3, 2021",2027,Minimum Moves to Convert String,877,https://leetcode.com/problems/minimum-moves-to-convert-string/,Weekly Contest 261,"greedy, string"
"May 23, 2021",1869,Longer Contiguous Segments of Ones than Zeros,805,https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros/,Weekly Contest 242,string
"March 14, 2021",1791,Find Center of Star Graph,883,https://leetcode.com/problems/find-center-of-star-graph/,Weekly Contest 232,graph
"Feb. 14, 2021",1758,Minimum Changes To Make Alternating Binary String,889,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/,Weekly Contest 228,string
"Jan. 10, 2021",1720,Decode XORed Array,856,https://leetcode.com/problems/decode-xored-array/,Weekly Contest 223,"array, bit manipulation"
"Dec. 20, 2020",1694,Reformat Phone Number,818,https://leetcode.com/problems/reformat-phone-number/,Weekly Contest 220,string
"Oct. 31, 2020",1636,Sort Array by Increasing Frequency,853,https://leetcode.com/problems/sort-array-by-increasing-frequency/,Biweekly Contest 38,"array, hash table, sorting"
"Oct. 25, 2020",1629,Slowest Key,848,https://leetcode.com/problems/slowest-key/,Weekly Contest 212,"array, string"
"Oct. 11, 2020",1614,Maximum Nesting Depth of the Parentheses,827,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/,Weekly Contest 210,"stack, string"
"Sept. 6, 2020",1576,Replace All ?'s to Avoid Consecu…tive Repeating Characters,878,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/,Weekly Contest 205,string
"Aug. 9, 2020",1544,Make The String Great,891,https://leetcode.com/problems/make-the-string-great/,Weekly Contest 201,"stack, string"
