Date,Problem Number,Problem Name,Problem Rating,Problem Link,Contest Name,Tags
"Aug. 18, 2025",3656,Determine if a Simple Graph Exists,1921.0,https://leetcode.com/problems/determine-if-a-simple-graph-exists/,,
"Aug. 16, 2025",3647,Maximum Weight in Two Bags,1908.0,https://leetcode.com/problems/maximum-weight-in-two-bags/,,
"July 28, 2025",3631,Sort Threats by Severity and Exploitability,1905.0,https://leetcode.com/problems/sort-threats-by-severity-and-exploitability/,,
"July 14, 2025",3616,Number of Student Replacements,1973.0,https://leetcode.com/problems/number-of-student-replacements/,,
"July 13, 2025",3614,Process String with Special Operations II,1974.0,https://leetcode.com/problems/process-string-with-special-operations-ii/,Weekly Contest 458,"simulation, string"
"June 23, 2025",3595,Once Twice,1984.0,https://leetcode.com/problems/once-twice/,,"array, bit manipulation"
"June 22, 2025",3593,Minimum Increments to Equalize Leaf Paths,1939.0,https://leetcode.com/problems/minimum-increments-to-equalize-leaf-paths/,Weekly Contest 455,"array, depth-first search, dynamic programming, tree"
"June 8, 2025",3580,Find Consistently Improving Employees,1971.0,https://leetcode.com/problems/find-consistently-improving-employees/,,database
"June 8, 2025",3578,Count Partitions With Max-Min Difference at Most K,1957.0,https://leetcode.com/problems/count-partitions-with-max-min-difference-at-most-k/,Weekly Contest 453,"array, dynamic programming, monotonic queue, prefix sum, queue, sliding window"
"May 25, 2025",3564,Seasonal Sales Analysis,1956.0,https://leetcode.com/problems/seasonal-sales-analysis/,,database
yesterday,3555,Smallest Subarray to Sort in Every Sliding Window,1994.0,https://leetcode.com/problems/smallest-subarray-to-sort-in-every-sliding-window/,,
"April 20, 2025",3524,Find X Value of Array I,1976.0,https://leetcode.com/problems/find-x-value-of-array-i/,Weekly Contest 446,
"April 17, 2025",3521,Find Product Recommendation Pairs,1971.0,https://leetcode.com/problems/find-product-recommendation-pairs/,,database
"March 28, 2025",3497,Analyze Subscription Conversion,1941.0,https://leetcode.com/problems/analyze-subscription-conversion/,,database
"March 24, 2025",3496,Maximize Score After Pair Deletions,1933.0,https://leetcode.com/problems/maximize-score-after-pair-deletions/,,"array, greedy"
"March 11, 2025",3481,Apply Substitutions,1978.0,https://leetcode.com/problems/apply-substitutions/,,
"March 4, 2025",3476,Maximize Profit from Task Assignment,1933.0,https://leetcode.com/problems/maximize-profit-from-task-assignment/,,"array, greedy, heap (priority queue), sorting"
"March 3, 2025",3475,DNA Pattern Recognition,1927.0,https://leetcode.com/problems/dna-pattern-recognition/,,database
"Feb. 25, 2025",3466,Maximum Coin Collection,1929.0,https://leetcode.com/problems/maximum-coin-collection/,,
"Feb. 17, 2025",3460,Longest Common Prefix After at Most One Removal,1904.0,https://leetcode.com/problems/longest-common-prefix-after-at-most-one-removal/,,"string, two pointers"
"Jan. 31, 2025",3437,Permutations III,1978.0,https://leetcode.com/problems/permutations-iii/,,"array, backtracking"
"Jan. 23, 2025",3431,Minimum Unlocked Indices to Sort Nums,1921.0,https://leetcode.com/problems/minimum-unlocked-indices-to-sort-nums/,,"array, hash table"
"Dec. 27, 2024",3400,Maximum Number of Matching I…ndices After Right Shifts,1978.0,https://leetcode.com/problems/maximum-number-of-matching-indices-after-right-shifts/,,"array, simulation, two pointers"
"Dec. 21, 2024",3394,Check if Grid can be Cut into Sections,1905.0,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections/,Biweekly Contest 146,
"Dec. 20, 2024",3391,Design a 3D Binary Matrix with …Efficient Layer Tracking,1904.0,https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking/,,"array, design, hash table, heap (priority queue), matrix, ordered set"
"Dec. 8, 2024",3381,Maximum Subarray Sum With Length Divisible by K,1933.0,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k/,Weekly Contest 427,"array, hash table, prefix sum"
"Oct. 31, 2024",3339,Find the Number of K-Even Arrays,1996.0,https://leetcode.com/problems/find-the-number-of-k-even-arrays/,,dynamic programming
"Oct. 21, 2024",3328,Find Cities in Each State II,1908.0,https://leetcode.com/problems/find-cities-in-each-state-ii/,,database
"Oct. 13, 2024",3322,Premier League Table Ranking III,1910.0,https://leetcode.com/problems/premier-league-table-ranking-iii/,,database
"Sept. 18, 2024",3294,Convert Doubly Linked List to Array II,1966.0,https://leetcode.com/problems/convert-doubly-linked-list-to-array-ii/,,"array, doubly-linked list, linked list"
"Aug. 20, 2024",3262,Find Overlapping Shifts,1933.0,https://leetcode.com/problems/find-overlapping-shifts/,,database
"Aug. 16, 2024",3253,Construct String with Minimum Cost (Easy),1917.0,https://leetcode.com/problems/construct-string-with-minimum-cost-easy/,,
"Aug. 14, 2024",3252,Premier League Table Ranking II,1932.0,https://leetcode.com/problems/premier-league-table-ranking-ii/,,database
"July 20, 2024",3224,Minimum Array Changes to Make Differences Equal,1988.0,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/,Biweekly Contest 135,"array, hash table, prefix sum"
"July 14, 2024",3215,Count Triplets with Even XOR Set Bits II,1917.0,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-ii/,,"array, bit manipulation"
"July 6, 2024",3205,Maximum Array Hopping Score I,1998.0,https://leetcode.com/problems/maximum-array-hopping-score-i/,,"array, dynamic programming, greedy, monotonic stack, stack"
"July 6, 2024",3204,Bitwise User Permissions Analysis,1973.0,https://leetcode.com/problems/bitwise-user-permissions-analysis/,,database
"June 30, 2024",3202,Find the Maximum Length of Valid Subsequence II,1929.0,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii/,Weekly Contest 404,"array, dynamic programming"
"May 25, 2024",3157,Find the Level of Tree with Minimum Sum,1904.0,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/,,"binary tree, breadth-first search, depth-first search, tree"
"May 11, 2024",3140,Consecutive Available Seats II,1917.0,https://leetcode.com/problems/consecutive-available-seats-ii/,,database
"May 5, 2024",3138,Minimum Length of Anagram Concatenation,1973.0,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/,Weekly Contest 396,"counting, hash table, string"
"April 28, 2024",3133,Minimum Array End,1932.0,https://leetcode.com/problems/minimum-array-end/,Weekly Contest 395,bit manipulation
"April 27, 2024",3125,Maximum Number That Makes R…esult of Bitwise AND Zero,1904.0,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/,,"greedy, sorting, string"
"April 27, 2024",3124,Find Longest Calls,1929.0,https://leetcode.com/problems/find-longest-calls/,,database
"April 21, 2024",3122,Minimum Number of Operations to Satisfy Conditions,1900.0,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/,Weekly Contest 394,"array, dynamic programming, matrix"
"March 30, 2024",3094,Guess the Number Using Bitwise Questions II,1970.0,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/,,"bit manipulation, interactive"
"March 24, 2024",3087,Find Trending Hashtags,1929.0,https://leetcode.com/problems/find-trending-hashtags/,,database
"March 16, 2024",3081,Replace Question Marks in Str…ing to Minimize Its Value,1911.0,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/,Biweekly Contest 126,"counting, greedy, hash table, heap (priority queue), sorting, string"
"March 16, 2024",3078,Match Alphanumerical Pattern in Matrix I,1937.0,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i/,,"array, hash table, matrix, string"
"March 2, 2024",3067,Count Pairs of Connectable Servers i…n a Weighted Tree Network,1929.0,https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network/,Biweekly Contest 125,"array, depth-first search, tree"
"March 2, 2024",3064,Guess the Number Using Bitwise Questions I,1964.0,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/,,"bit manipulation, interactive"
"March 2, 2024",3056,Snaps Analysis,1913.0,https://leetcode.com/problems/snaps-analysis/,,database
"March 2, 2024",3055,Top Percentile Fraud,1921.0,https://leetcode.com/problems/top-percentile-fraud/,,database
"March 2, 2024",3054,Binary Tree Nodes,1970.0,https://leetcode.com/problems/binary-tree-nodes/,,database
"March 2, 2024",3050,Pizza Toppings Cost Analysis,1901.0,https://leetcode.com/problems/pizza-toppings-cost-analysis/,,database
"Feb. 11, 2024",3036,Number of Subarrays That Match a Pattern II,1901.0,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/,Weekly Contest 384,"array, hash function, rolling hash, string matching"
"Feb. 3, 2024",3023,Find Pattern in Infinite Stream I,1995.0,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/,,"array, hash function, rolling hash, sliding window, string matching"
"Jan. 6, 2024",2993,Friday Purchases I,1969.0,https://leetcode.com/problems/friday-purchases-i/,,database
"Jan. 6, 2024",2992,Number of Self-Divisible Permutations,1908.0,https://leetcode.com/problems/number-of-self-divisible-permutations/,,"array, backtracking, bit manipulation, bitmask, dynamic programming"
"Jan. 6, 2024",2989,Class Performance,1968.0,https://leetcode.com/problems/class-performance/,,database
"Jan. 6, 2024",2988,Manager of the Largest Department,1965.0,https://leetcode.com/problems/manager-of-the-largest-department/,,database
"Jan. 6, 2024",2984,Find Peak Calling Hours for Each City,1916.0,https://leetcode.com/problems/find-peak-calling-hours-for-each-city/,,database
"Dec. 10, 2023",2963,Count the Number of Good Partitions,1988.0,https://leetcode.com/problems/count-the-number-of-good-partitions/,Weekly Contest 375,"array, combinatorics, hash table, math"
"Nov. 19, 2023",2936,Number of Equal Numbers Blocks,1923.0,https://leetcode.com/problems/number-of-equal-numbers-blocks/,,"array, binary search, interactive"
"Nov. 5, 2023",2925,Maximum Score After Applying Operations on a Tree,1938.0,https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree/,Weekly Contest 370,"depth-first search, dynamic programming, tree"
"Oct. 14, 2023",2898,Maximum Linear Stock Score,1904.0,https://leetcode.com/problems/maximum-linear-stock-score/,,"array, hash table"
"Oct. 1, 2023",2875,Minimum Size Subarray in Infinite Array,1908.0,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/,Weekly Contest 365,"array, hash table, prefix sum, sliding window"
"Sept. 30, 2023",2872,Maximum Number of K-Divisible Components,1970.0,https://leetcode.com/problems/maximum-number-of-k-divisible-components/,Biweekly Contest 114,"depth-first search, tree"
"Sept. 17, 2023",2861,Maximum Number of Alloys,1973.0,https://leetcode.com/problems/maximum-number-of-alloys/,Weekly Contest 363,"array, binary search"
"Sept. 10, 2023",2850,Minimum Moves to Spread Stones Over Grid,1988.0,https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/,Weekly Contest 362,"array, breadth-first search, dynamic programming, matrix"
"Aug. 20, 2023",2831,Find the Longest Equal Subarray,1977.0,https://leetcode.com/problems/find-the-longest-equal-subarray/,Weekly Contest 359,"array, binary search, hash table, sliding window"
"Aug. 5, 2023",2805,Custom Interval,1961.0,https://leetcode.com/problems/custom-interval/,,javascript
"July 30, 2023",2795,Parallel Execution of Promises for Ind…ividual Results Retrieval,1927.0,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval/,,javascript
"July 22, 2023",2782,Number of Unique Categories,1971.0,https://leetcode.com/problems/number-of-unique-categories/,,"counting, interactive, union find"
"July 16, 2023",2777,Date Range Generator,1953.0,https://leetcode.com/problems/date-range-generator/,,javascript
"July 16, 2023",2776,Convert Callback Based Function …to Promise Based Function,1923.0,https://leetcode.com/problems/convert-callback-based-function-to-promise-based-function/,,javascript
"July 2, 2023",2762,Continuous Subarrays,1933.0,https://leetcode.com/problems/continuous-subarrays/,Weekly Contest 352,"array, heap (priority queue), monotonic queue, ordered set, queue, sliding window"
"July 2, 2023",2755,Deep Merge of Two Objects,1916.0,https://leetcode.com/problems/deep-merge-of-two-objects/,,javascript
"July 2, 2023",2754,Bind Function to Context,1989.0,https://leetcode.com/problems/bind-function-to-context/,,javascript
