Date,Problem Number,Problem Name,Problem Rating,Problem Link,Contest Name,Tags
"Feb. 9, 2025",3446,Sort Matrix by Diagonals,780,https://leetcode.com/problems/sort-matrix-by-diagonals/,Weekly Contest 436,"array, matrix, sorting"
"Jan. 18, 2025",3423,Maximum Difference Between Adjacent Ele…ments in a Circular Array,762,https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array/,Biweekly Contest 148,array
"Nov. 23, 2024",3360,Stone Removal Game,700,https://leetcode.com/problems/stone-removal-game/,Biweekly Contest 144,
"Oct. 26, 2024",3330,Find the Original Typed String I,715,https://leetcode.com/problems/find-the-original-typed-string-i/,Biweekly Contest 142,string
"Oct. 6, 2024",3309,Maximum Possible Number by Binary Concatenation,768,https://leetcode.com/problems/maximum-possible-number-by-binary-concatenation/,Weekly Contest 418,"array, bit manipulation, enumeration"
"Aug. 31, 2024",3270,Find the Key of the Numbers,717,https://leetcode.com/problems/find-the-key-of-the-numbers/,Biweekly Contest 138,math
"Aug. 18, 2024",3258,Count Substrings That Satisfy K-Constraint I,792,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/,Weekly Contest 411,"sliding window, string"
"June 8, 2024",3174,Clear Digits,722,https://leetcode.com/problems/clear-digits/,Biweekly Contest 132,"hash table, simulation, string"
"May 25, 2024",3158,Find the XOR of Numbers Which Appear Twice,708,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/,Biweekly Contest 131,"array, bit manipulation, hash table"
"May 5, 2024",3136,Valid Word,762,https://leetcode.com/problems/valid-word/,Weekly Contest 396,string
"April 27, 2024",3127,Make a Square with the Same Color,771,https://leetcode.com/problems/make-a-square-with-the-same-color/,Biweekly Contest 129,"array, enumeration, matrix"
"April 21, 2024",3120,Count the Number of Special Characters I,734,https://leetcode.com/problems/count-the-number-of-special-characters-i/,Weekly Contest 394,"hash table, string"
"April 7, 2024",3105,Longest Strictly Increasing or Str…ictly Decreasing Subarray,716,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/,Weekly Contest 392,array
"March 17, 2024",3083,Existence of a Substring in …a String and Its Reverse,709,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse/,Weekly Contest 389,"hash table, string"
"March 10, 2024",3074,Apple Redistribution into Boxes,743,https://leetcode.com/problems/apple-redistribution-into-boxes/,Weekly Contest 388,"array, greedy, sorting"
"Feb. 25, 2024",3046,Split the Array,706,https://leetcode.com/problems/split-the-array/,Weekly Contest 386,"array, counting, hash table"
"Feb. 18, 2024",3042,Count Prefix and Suffix Pairs I,703,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/,Weekly Contest 385,"array, hash function, rolling hash, string, string matching, trie"
"Jan. 20, 2024",3010,Divide an Array Into Subarrays With Minimum Cost I,766,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/,Biweekly Contest 122,"array, enumeration, sorting"
"Jan. 14, 2024",3005,Count Elements With Maximum Frequency,708,https://leetcode.com/problems/count-elements-with-maximum-frequency/,Weekly Contest 380,"array, counting, hash table"
"Dec. 17, 2023",2965,Find Missing and Repeated Values,786,https://leetcode.com/problems/find-missing-and-repeated-values/,Weekly Contest 376,"array, hash table, math, matrix"
"Oct. 15, 2023",2903,Find Indices With Index and Value Difference I,784,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/,Weekly Contest 367,"array, two pointers"
"Oct. 8, 2023",2894,Divisible and Non-divisible Sums Difference,747,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference/,Weekly Contest 366,math
"Sept. 17, 2023",2859,Sum of Values at Indices With K Set Bits,723,https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/,Weekly Contest 363,"array, bit manipulation"
"Sept. 10, 2023",2848,Points That Intersect With Cars,781,https://leetcode.com/problems/points-that-intersect-with-cars/,Weekly Contest 362,"array, hash table, prefix sum"
"Aug. 6, 2023",2810,Faulty Keyboard,725,https://leetcode.com/problems/faulty-keyboard/,Weekly Contest 357,"simulation, string"
"Aug. 5, 2023",2806,Account Balance After Rounded Purchase,772,https://leetcode.com/problems/account-balance-after-rounded-purchase/,Biweekly Contest 110,math
"July 9, 2023",2769,Find the Maximum Achievable Number,762,https://leetcode.com/problems/find-the-maximum-achievable-number/,Weekly Contest 353,math
